Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Biodiversity enhancement,benefit,urban,socio-environmental,0.540,2017 €/m2,every year,40,every year,0.5400,1.060,1.173,0.67175204405,Avoided cost (biodiversity preservation program cost),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.042752712
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Biodiversity enhancement,benefit,urban,socio-environmental,0.540,2017 €/m2,every year,40,every year,0.5400,1.060,1.173,0.67175204405,Avoided cost (biodiversity preservation program cost),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.042752712
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,8.29,2018 €/m2,0,50,every year,0.1657,1.038,0.896,0.15416923503,Replacement cost,,,,,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,0.167098537
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,10.20,2012 US$/m2,0,40,every year,0.2550,1.136,0.668,0.19357495558,Avoided cost (habitat restoration cost),,,,,,,Csb,North America,USA,"Portland, OR","Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.246622126
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,10.20,2012 US$/m2,0,55,every year,0.1855,1.136,0.668,0.14078178587,Avoided cost (habitat restoration cost),,,,,,,Csb,North America,USA,"Portland, OR","Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.179361546
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Biodiversity enhancement,benefit,urban,socio-environmental,,2011 €/m2,every year,50,not accounted,,1.145,0.889,,Not considered (difficulties in quantification),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,x,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Biodiversity enhancement,benefit,urban,socio-environmental,,2011 €/m2,every year,50,not accounted,,1.145,0.889,,Not considered (difficulties in quantification),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,x,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Biodiversity enhancement,benefit,urban,socio-environmental,,2011 €/m2,every year,50,not accounted,,1.145,0.889,,Not considered (difficulties in quantification),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,x,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,university,gravel roof,insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,,2005 US$/m2,every year,40,not accounted,,1.300,0.668,,Not considered (difficulties in quantification),,,,,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,x,Carter & Keeler - Athens,0.862121135,0.819,
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Biodiversity enhancement,benefit,urban,socio-environmental,,2019 KRW/m2,every year,not mentioned,not accounted,,1.013,0.001,,Not considered,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,x,Shin & Kim 2018 - Seoul,1,0.000773685,
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,,2017 UYU/m2,every year,30,not accounted,,1.289,0.023,,Not considered (difficulties in quantification),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,x,Vincent - Montevideo,1.619024104,0.687,
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,any,Biodiversity enhancement,benefit,urban,socio-environmental,,2020 €/m2,every year,40,not accounted,,1.000,1.173,,Not considered ,,,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,x,Almeida - Lisbon1,1,1.171929825,
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,-0.027,2017 €/m2,every year,40,every year,-0.0270,1.031,1.008,-0.02805636845,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,-0.043523591
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,-0.004,2017 €/m2,every year,40,every year,-0.0040,1.031,1.008,-0.00415649903,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,-0.006447939
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,CO2 emission reduction,benefit,societal,socio-environmental,0.00,2015 US$/m2,every year,50,every year,0.0000,1.086,0.668,0.00000000000,Considered negligible,,,,,,,Dfb,North America,USA,"Grand Rapids, MI","Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis,,,Nordman - Grand Rapids,2.181460776,0.719,0
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.002,2017 €/m2,every year,40,every year,0.0020,1.031,1.008,0.00207824951,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.00322397
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,CO2 emission reduction,benefit,societal,socio-environmental,0.020,2011 €/m2,every year,50,every year,0.0200,1.145,0.889,0.02036331081,"Avoided cost (unspecified type of damage cost of CO2, avoided through lower energy consumption)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.02428044
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,CO2 emission reduction,benefit,societal,socio-environmental,0.02,2010 US$/m2,every year,40,every year,0.0209,1.182,0.668,0.01652151121,"Avoided cost (mean CO2 trading value in Chicago and European Climate Exchanges, avoided through lower energy consumption)",,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0.036867788
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,CO2 emission reduction,benefit,societal,socio-environmental,0.030,2011 €/m2,every year,50,every year,0.0300,1.145,0.889,0.03054496621,"Avoided cost (unspecified type of damage cost of CO2, avoided through lower energy consumption)",1516,CO2eq /m2/year,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.036420661
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,CO2 emission reduction,benefit,societal,socio-environmental,0.081,2011 €/m2,every year,50,every year,0.0810,1.145,0.889,0.08247140877,"Avoided cost (unspecified type of damage cost of CO2, avoided through lower energy consumption)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.098335783
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.12,2017 €/m2,every year,40,every year,0.1230,1.031,1.008,0.12781234516,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.198274139
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.18,2019 €/m2,every year,40,every year,0.1800,1.012,1.008,0.18360062540,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.180807175
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.18,2019 €/m2,every year,40,every year,0.1800,1.012,1.008,0.18360062540,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.180807175
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.2300,1.012,1.008,0.23460079913,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.23103139
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.2300,1.012,1.008,0.23460079913,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.23103139
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.2300,1.012,1.008,0.23460079913,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.23103139
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2017 €/m2,every year,40,every year,0.2340,1.031,1.008,0.24315519323,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.377204459
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.26,2019 €/m2,every year,40,every year,0.2600,1.012,1.008,0.26520090336,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.261165919
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.36,2017 €/m2,every year,40,every year,0.3610,1.031,1.008,0.37512403743,"Avoided cost (Kyoto protocol's carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.581926538
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,CO2 emission reduction,benefit,societal,socio-environmental,1.85,2010 US$/m2,every year,40,every year,1.8538,1.182,0.668,1.46416199601,"Avoided cost (mean CO2 trading value in Chicago and European Climate Exchanges, avoided through lower energy consumption)",,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,3.2672807
Green roof,Extensive,grass,not mentioned,,,,,annual average,Already constructed,,black roof,,flat,CO2 emission reduction,benefit,societal,socio-environmental,4.77,2014 HK$/m2,every year,40,every year,4.7656,1.154,0.110,0.60553858377,"Avoided cost (unspecified type of damage cost of CO2, avoided through lower energy consumption)",6.20,kgCO2/m2,,,,,Cwa,Asia,Hong Kong,Hong Kong,"Peng & Jim,",2015,Economic evaluation of green-roof environmental benefits in the context of climate change: The case of Hong Kong,Cost-Benefit Analysis,,,Peng & Jim - Hong Kong,2.400748885,0.717,1.057964571
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,CO2 emission reduction,benefit,societal,socio-environmental,112.36,2017 UYU/m2,every year,30,every year,112.3551,1.289,0.023,3.39947203293,"Avoided cost (unspecified damage cost of CO2, avoided through lower energy consumption)",,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,,Vincent - Montevideo,1.619024104,0.687,4.337851282
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,CO2 emission reduction,benefit,societal,socio-environmental,,2013 $/m2,every year,40,not accounted,,1.117,0.668,,No numerical value provided,,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis,,x,Mullen - Atlanta,1.712878997,0.721,
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,CO2 emission reduction,benefit,societal,socio-environmental,,2019 KRW/m2,every year,20,not accounted,,1.013,0.001,,No numerical value provided,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,,x,Shin & Kim 2019 - Seoul,1,0.000773685,
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,3.17,2012 US$/m2,0,40,0,3.1700,1.000,0.668,2.11785164000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,3.065851523
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,3.17,2012 US$/m2,0,55,0,3.1700,1.000,0.668,2.11785164000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,3.065851523
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,13.98,2012 US$/m2,0,40,0,13.9800,1.000,0.668,9.33992616000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,13.52069536
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,13.98,2012 US$/m2,0,55,0,13.9800,1.000,0.668,9.33992616000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,13.52069536
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,22.07,2012 US$/m2,0,40,0,22.0700,1.000,0.668,14.74479044000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,21.34490319
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,22.07,2012 US$/m2,0,55,0,22.0700,1.000,0.668,14.74479044000,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,21.34490319
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.00,2019 €/m2,every year,40,every year,0.0000,1.012,1.008,0.00000000000,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.00,2019 €/m2,every year,40,every year,0.0000,1.012,1.008,0.00000000000,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0001,2012 US$/m2,every year,40,every year,0.0001,1.000,0.668,0.00009620525,"Avoided cost (Kyoto protocol's carbon tax, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.000139269
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0001,2012 US$/m2,every year,55,every year,0.0001,1.000,0.668,0.00009620525,"Avoided cost (Kyoto protocol's carbon tax, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.000139269
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0002,2012 US$/m2,every year,40,every year,0.0002,1.000,0.668,0.00011357564,"Avoided cost (Kyoto protocol's carbon tax, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.000164415
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0002,2012 US$/m2,every year,55,every year,0.0002,1.000,0.668,0.00011357564,"Avoided cost (Kyoto protocol's carbon tax, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.000164415
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.004,2018 €/m2,every year,50,every year,0.0037,1.038,0.896,0.00340997057,"Avoided cost (social cost of carbon - unspecified details, avoided through uptake)",168,gC/m2/year,"Value from literature (Getter et al., 2009)",,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,0.003695946
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.03,2018 €/m2,every year,40,every year,0.0324,1.042,1.173,0.03952631282,"Avoided cost (Emission Trading Scheme cost as defined by the Kyoto protocol, avoided through uptake)",6.47,kg/m2,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,0.042102064
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,white roof,,flat,CO2 uptake,benefit,societal,socio-environmental,0.05,2018 $/m2,every year,50,every year,0.0459,1.030,0.668,0.03159718140,"Avoided cost (social cost of carbon - unspecified source, avoided through uptake)",,,,,,,Cfa,North America,USA,"Gainesville, FL","Yao et al.,",2018,Integrating cost-benefits analysis and life cycle assessment of green roofs: a case study in Florida,Cost-Benefit Analysis,,,Yao - Gainesville,1.096062997,0.678,0.034116455
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,CO2 uptake,benefit,societal,socio-environmental,0.05,2016 CZK/m2,every year,50,every year,0.0480,1.124,0.053,0.00284792404,"Avoided cost (average cost of global damages due to CO2 levels in atmosphere, according to IPCC in 2005, avoided through uptake)",,,"Value from literature (Tomalty and Komorowski, 2010; Niachou et al., 2001)",,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,0.006643878
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.49,2019 €/m2,every year,40,every year,0.4900,1.012,1.008,0.49980170248,"Avoided cost (unspecified carbon tax, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.492197309
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,CO2 uptake,benefit,societal,socio-environmental,1.4126,2016 KRW/m2,every year,10,every year,1.4126,1.030,0.001,0.00112839073,"Avoided cost (unspecified type of damage cost of CO2, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,0.002036614
